vehicle_id,vehicle_type,driver_id,fuel_efficiency,maintenance_cost
V2463,Motorbike,D02463,10.39948227,387.9902887
V2464,Truck,D02464,6.975845858,400.3618319
V2465,Van,D02465,9.307166216,480.3803507
V2466,Van,D02466,10.01702984,169.9101235
V2467,Motorbike,D02467,14.01189122,170.4416731
V2468,Truck,D02468,7.608351628,450.0285151
V2469,Motorbike,D02469,13.67828502,397.501868
V2470,Van,D02470,11.44241401,466.9454936
V2471,Truck,D02471,5.203408311,78.40857215
V2472,Van,D02472,12.24631337,332.4906848
V2473,Truck,D02473,5.355518775,115.0827522
V2474,Van,D02474,14.97381127,276.7537392
V2475,Truck,D02475,13.72636688,120.0861193
V2476,Truck,D02476,7.973437475,107.635329
V2477,Motorbike,D02477,7.574112302,55.47575542
V2478,Truck,D02478,8.814410821,333.6074656
V2479,Truck,D02479,8.561669653,211.5601775
V2480,Van,D02480,8.723378184,97.3347282
V2481,Van,D02481,8.182765461,195.277
V2482,Motorbike,D02482,11.21133407,126.0248412
V2483,Van,D02483,6.642636637,473.7626742
V2484,Motorbike,D02484,13.45981292,194.0021986
V2485,Van,D02485,13.12402484,200.2790855
V2486,Truck,D02486,9.764832079,427.9361015
V2487,Truck,D02487,13.52729965,341.4900926
V2488,Van,D02488,7.4714507,369.5772233
V2489,Van,D02489,5.175654557,336.2008118
V2490,Motorbike,D02490,11.19207925,475.7883278
V2491,Van,D02491,9.57909407,143.1503742
V2492,Van,D02492,10.67164546,495.0676588
V2493,Truck,D02493,13.99339409,423.9302799
V2494,Truck,D02494,14.69925574,315.037665
V2495,Van,D02495,11.3445314,348.067231
V2496,Van,D02496,12.6405559,341.9716444
V2497,Van,D02497,5.838084335,76.27830083
V2498,Truck,D02498,6.607155849,148.1074243
V2499,Van,D02499,12.33204805,482.661898
V2500,Motorbike,D02500,9.313654564,290.463993
V2501,Truck,D02501,9.459652704,220.2591215
V2502,Van,D02502,8.086076816,392.9173085
V2503,Motorbike,D02503,11.07356383,286.0335242
V2504,Van,D02504,6.851650454,55.92324714
V2505,Van,D02505,11.26916279,381.3069185
V2506,Truck,D02506,6.737988571,379.497902
V2507,Van,D02507,5.638260347,124.3169204
V2508,Truck,D02508,8.303576887,480.4970398
V2509,Motorbike,D02509,7.31140342,150.7586592
V2510,Motorbike,D02510,13.88991639,255.9872153
V2511,Motorbike,D02511,5.549534539,101.6311826
V2512,Motorbike,D02512,6.766136926,321.4770438
V2513,Van,D02513,10.48719606,218.953004
V2514,Van,D02514,9.810671908,208.928058
V2515,Motorbike,D02515,5.458520184,422.1395947
V2516,Motorbike,D02516,5.07252428,54.30277078
V2517,Van,D02517,14.88067942,409.0760469
V2518,Motorbike,D02518,11.588347,307.1518546
V2519,Van,D02519,8.654061309,493.7443311
V2520,Van,D02520,9.704322477,315.2494493
V2521,Van,D02521,7.665501205,74.92061037
V2522,Truck,D02522,8.448737837,72.7903969
V2523,Truck,D02523,11.49044467,447.4188439
V2524,Truck,D02524,13.82811799,428.5463655
V2525,Van,D02525,6.841300231,205.650534
V2526,Van,D02526,13.40361505,328.1146179
V2527,Van,D02527,6.215566295,270.3161107
V2528,Motorbike,D02528,7.149922236,485.2238248
V2529,Van,D02529,5.37175288,477.4824054
V2530,Van,D02530,6.408118621,492.7275538
V2531,Truck,D02531,14.17303145,439.9019513
V2532,Truck,D02532,9.594387466,459.2982158
V2533,Motorbike,D02533,5.776658618,147.7754504
V2534,Van,D02534,14.59726838,423.953055
V2535,Motorbike,D02535,13.78992308,368.9857009
V2536,Truck,D02536,12.54682521,483.253929
V2537,Van,D02537,14.33472792,307.0678228
V2538,Truck,D02538,7.201294208,88.32522502
V2539,Truck,D02539,13.36369293,318.829501
V2540,Truck,D02540,11.89991196,358.9614176
V2541,Truck,D02541,13.6975925,149.1444629
V2542,Van,D02542,12.96911566,227.3510226
V2543,Truck,D02543,8.464950632,319.3265363
V2544,Motorbike,D02544,12.74398537,218.3475818
V2545,Van,D02545,7.62456303,218.7264728
V2546,Truck,D02546,8.28592163,109.8889876
V2547,Truck,D02547,6.079057172,473.3360254
V2548,Van,D02548,14.35076616,387.722473
V2549,Truck,D02549,7.910033634,50.55954749
V2550,Motorbike,D02550,10.20622465,394.5259778
V2551,Motorbike,D02551,8.913328365,382.9077467
V2552,Truck,D02552,14.59928121,54.37893207
V2553,Van,D02553,8.350491709,216.3219339
V2554,Truck,D02554,12.78545821,323.0364606
V2555,Van,D02555,13.55416155,253.7377933
V2556,Van,D02556,9.356064975,400.0937534
V2557,Truck,D02557,8.781718145,241.4562497
V2558,Truck,D02558,12.47745821,119.2383363
V2559,Van,D02559,14.1289598,489.3870309
V2560,Van,D02560,12.54931733,158.9179967
V2561,Truck,D02561,7.271263656,372.9615397
V2562,Van,D02562,13.88307747,114.4203402
V2563,Van,D02563,8.875816674,198.0556762
V2564,Motorbike,D02564,10.76229412,248.9124238
V2565,Truck,D02565,13.31435619,136.504402
V2566,Motorbike,D02566,6.883947674,252.4818094
V2567,Van,D02567,12.84510136,120.7232703
V2568,Truck,D02568,10.96162798,301.5529425
V2569,Van,D02569,13.93341642,348.6709636
V2570,Van,D02570,6.719704018,78.09542781
V2571,Motorbike,D02571,9.20682237,442.0094545
V2572,Truck,D02572,13.32843093,133.3133983
V2573,Van,D02573,5.192317035,151.4130914
V2574,Van,D02574,6.122013668,347.607428
V2575,Motorbike,D02575,14.90565213,260.9379772
V2576,Van,D02576,7.803941786,274.7280196
V2577,Motorbike,D02577,14.75543194,107.6697431
V2578,Motorbike,D02578,6.82531551,412.5811198
V2579,Truck,D02579,8.61094443,327.6744107
V2580,Motorbike,D02580,12.52869445,110.9219195
V2581,Motorbike,D02581,11.57778407,218.2997152
V2582,Truck,D02582,10.811224,414.6844697
V2583,Van,D02583,10.29899176,305.7597707
V2584,Van,D02584,13.43440444,98.89195061
V2585,Truck,D02585,7.349485628,217.7496706
V2586,Truck,D02586,9.42470927,159.2124793
V2587,Truck,D02587,6.554522922,282.8594991
V2588,Truck,D02588,10.95941596,429.512508
V2589,Van,D02589,7.505444243,246.3202107
V2590,Truck,D02590,8.338420643,245.0039137
V2591,Motorbike,D02591,9.712507166,457.407906
V2592,Motorbike,D02592,5.267705857,309.2834356
V2593,Truck,D02593,5.919379359,304.7859893
V2594,Van,D02594,11.85929221,167.8594513
V2595,Van,D02595,9.289699807,323.4752365
V2596,Motorbike,D02596,13.64790222,309.1597103
V2597,Truck,D02597,11.94672004,228.5831617
V2598,Truck,D02598,5.081009416,495.8130047
V2599,Motorbike,D02599,11.16712331,446.8509342
V2600,Motorbike,D02600,5.937248661,387.3138305
V2601,Motorbike,D02601,12.8093318,291.8055148
V2602,Motorbike,D02602,14.91507688,257.9269109
V2603,Truck,D02603,10.31198794,133.2038279
V2604,Van,D02604,11.827795,187.5818633
V2605,Truck,D02605,7.373141609,398.2823599
V2606,Truck,D02606,9.375977438,254.1870293
V2607,Motorbike,D02607,13.56095332,447.0212825
V2608,Truck,D02608,6.674229477,116.5600114
V2609,Van,D02609,7.655356056,278.7561932
V2610,Motorbike,D02610,9.454336753,341.1345578
V2611,Truck,D02611,12.12248892,282.5818053
V2612,Motorbike,D02612,8.758839548,450.1521012
V2613,Motorbike,D02613,14.2773228,495.3034768
V2614,Van,D02614,5.944570513,102.1255963
V2615,Truck,D02615,8.708041975,108.4797068
V2616,Van,D02616,12.08954123,108.6458511
V2617,Van,D02617,7.259867657,356.5296932
V2618,Van,D02618,11.56413134,217.704243
V2619,Truck,D02619,6.642169582,379.9915976
V2620,Motorbike,D02620,5.559802849,232.4621628
V2621,Truck,D02621,6.210157167,332.4230246
V2622,Motorbike,D02622,14.29984783,396.4361026
V2623,Truck,D02623,10.51750883,296.6971598
V2624,Van,D02624,12.96345775,292.7766157
V2625,Motorbike,D02625,8.326545009,89.70544638
V2626,Truck,D02626,10.92658648,234.8517843
V2627,Truck,D02627,9.949521337,295.599719
V2628,Van,D02628,14.45737959,257.8913715
V2629,Motorbike,D02629,12.47574636,455.3519001
V2630,Van,D02630,12.30542631,457.9387845
V2631,Van,D02631,5.463532694,419.8628213
V2632,Truck,D02632,10.49669669,218.8841339
V2633,Motorbike,D02633,9.669914539,372.7846183
V2634,Motorbike,D02634,14.27842267,227.8798075
V2635,Van,D02635,7.573419882,154.6671195
V2636,Motorbike,D02636,7.698334533,204.3061896
V2637,Van,D02637,9.113462489,81.93408498
V2638,Van,D02638,7.433697134,199.2998791
V2639,Truck,D02639,6.291839178,257.3339978
V2640,Van,D02640,13.57414847,479.9664027
V2641,Van,D02641,10.58276524,191.0347638
V2642,Truck,D02642,13.61362719,456.1040926
V2643,Van,D02643,13.31134765,152.9862241
V2644,Motorbike,D02644,7.820423548,135.936004
V2645,Van,D02645,10.47737444,283.5479554
V2646,Van,D02646,5.832177027,352.6301162
V2647,Motorbike,D02647,14.15251884,69.94951286
V2648,Truck,D02648,9.042627151,149.4796393
V2649,Van,D02649,8.936761839,255.0576499
V2650,Motorbike,D02650,8.027553706,198.9519512
V2651,Van,D02651,9.606637447,370.6794857
V2652,Van,D02652,7.517593865,280.0222682
V2653,Truck,D02653,8.748522728,122.1615975
V2654,Motorbike,D02654,12.99947049,452.5094207
V2655,Van,D02655,13.34255504,181.807554
V2656,Motorbike,D02656,8.041824776,379.008999
V2657,Van,D02657,9.690144306,400.9621006
V2658,Van,D02658,13.73819776,483.4209651
V2659,Motorbike,D02659,5.526733318,274.3283599
V2660,Van,D02660,13.89144962,327.125982
V2661,Van,D02661,7.191843457,200.6943321
V2662,Van,D02662,11.78539244,355.180682
V2663,Motorbike,D02663,10.82551696,258.5225686
V2664,Van,D02664,10.52940748,246.9435641
V2665,Van,D02665,13.59360225,434.9603881
V2666,Truck,D02666,6.015721436,72.57597957
V2667,Motorbike,D02667,8.470280253,446.8830925
V2668,Truck,D02668,10.38252746,433.431427
V2669,Van,D02669,13.11288854,277.8648141
V2670,Van,D02670,7.164430834,270.5912844
V2671,Van,D02671,13.02929841,212.8133156
V2672,Van,D02672,8.996384825,497.3782063
V2673,Truck,D02673,6.889138564,100.0261997
V2674,Van,D02674,12.5898644,315.596856
V2675,Motorbike,D02675,5.908989015,356.7567156
V2676,Motorbike,D02676,10.14767374,470.4485037
V2677,Truck,D02677,5.638757839,401.0915736
V2678,Motorbike,D02678,8.564178552,339.7312413
V2679,Van,D02679,11.01076799,102.5655426
V2680,Motorbike,D02680,10.56115541,218.1800826
V2681,Van,D02681,9.046554179,112.4787391
V2682,Van,D02682,9.29047994,446.5457296
V2683,Motorbike,D02683,7.267695534,387.32952
V2684,Motorbike,D02684,9.558825884,390.8915541
V2685,Van,D02685,14.53254856,343.515433
V2686,Truck,D02686,13.50452918,278.1695916
V2687,Van,D02687,6.452328691,117.4869768
V2688,Van,D02688,5.297807873,198.362699
V2689,Truck,D02689,14.33524313,111.6121066
V2690,Truck,D02690,10.2674975,376.2109143
V2691,Motorbike,D02691,10.37837823,122.1029492
V2692,Truck,D02692,12.80717996,365.9510976
V2693,Van,D02693,8.146889739,361.5149253
V2694,Truck,D02694,9.819075688,256.6870155
V2695,Van,D02695,14.68662913,110.8528944
V2696,Truck,D02696,11.72148687,191.6603718
V2697,Truck,D02697,6.53745032,194.0418991
V2698,Motorbike,D02698,6.33226748,365.1733099
V2699,Motorbike,D02699,7.042647583,101.1843587
V2700,Truck,D02700,12.66711674,423.0808908
V2701,Van,D02701,7.953770038,392.4532806
V2702,Van,D02702,5.213888467,133.8381132
V2703,Motorbike,D02703,14.44174364,373.6239718
V2704,Motorbike,D02704,6.697134164,350.8309317
V2705,Van,D02705,5.095581861,386.65436
V2706,Van,D02706,7.371316024,135.01785
V2707,Motorbike,D02707,7.350287871,120.915645
V2708,Truck,D02708,9.220052508,156.4177937
V2709,Van,D02709,14.20389832,214.6422664
V2710,Motorbike,D02710,13.79184918,407.1492415
V2711,Motorbike,D02711,9.56894555,382.0657719
V2712,Van,D02712,9.10899905,466.4532165
V2713,Van,D02713,10.55009086,76.38330159
V2714,Van,D02714,7.43454012,55.20032646
V2715,Van,D02715,5.52184992,364.6124734
V2716,Van,D02716,14.39224136,175.6793731
V2717,Van,D02717,6.866989849,200.335503
V2718,Motorbike,D02718,6.984007292,296.0609117
V2719,Motorbike,D02719,9.724603289,96.08590541
V2720,Truck,D02720,9.916133448,339.2124874
V2721,Van,D02721,5.184342097,196.3163508
V2722,Van,D02722,6.479547388,334.7218059
V2723,Van,D02723,8.781548186,425.3031109
V2724,Truck,D02724,11.83730694,127.0001
V2725,Van,D02725,7.284184568,468.8928918
V2726,Motorbike,D02726,9.230144462,288.8096635
V2727,Van,D02727,10.57345065,465.3174943
V2728,Motorbike,D02728,13.88592495,143.478537
V2729,Motorbike,D02729,8.260705023,322.0531991
V2730,Truck,D02730,6.335582659,231.7492028
V2731,Truck,D02731,9.892722259,398.399986
V2732,Motorbike,D02732,12.46721602,322.6590244
V2733,Motorbike,D02733,6.098597571,272.5319556
V2734,Truck,D02734,9.246834917,460.8434329
V2735,Truck,D02735,5.177851413,219.7026789
V2736,Truck,D02736,5.335591816,148.9910922
V2737,Motorbike,D02737,9.829533632,323.6455341
V2738,Truck,D02738,7.981972982,330.8127967
V2739,Van,D02739,13.45107299,247.5925797
V2740,Motorbike,D02740,11.02154306,268.9745197
V2741,Truck,D02741,9.539329617,481.7990364
V2742,Van,D02742,9.079353711,379.7085611
V2743,Truck,D02743,9.972454802,99.77078817
V2744,Motorbike,D02744,5.404388312,145.4585319
V2745,Truck,D02745,13.92793356,489.0094855
V2746,Van,D02746,14.98303156,376.9094992
V2747,Van,D02747,6.814871249,461.7703068
V2748,Truck,D02748,6.203829648,186.7376588
V2749,Truck,D02749,6.435774634,383.840087
V2750,Van,D02750,11.61027058,371.3012188
V2751,Truck,D02751,11.61440838,182.6104934
V2752,Motorbike,D02752,13.47924162,297.8673465
V2753,Motorbike,D02753,12.51826388,332.3368001
V2754,Van,D02754,9.496896734,266.5093149
V2755,Van,D02755,11.12855362,422.230418
V2756,Van,D02756,11.8828467,424.7910688
V2757,Motorbike,D02757,10.1273647,432.7702467
V2758,Van,D02758,9.756509845,411.5406061
V2759,Truck,D02759,11.45097446,269.6375647
V2760,Truck,D02760,10.57474549,221.6472342
V2761,Van,D02761,11.43942305,424.1193277
V2762,Van,D02762,11.12854774,270.5906564
V2763,Van,D02763,12.19196561,160.8671294
V2764,Truck,D02764,11.42803509,278.3045895
V2765,Motorbike,D02765,10.19742486,113.8324199
V2766,Truck,D02766,11.81796811,361.2332708
V2767,Truck,D02767,9.494819652,201.1645767
V2768,Van,D02768,7.41671226,167.2964593
V2769,Truck,D02769,5.014182201,480.4289358
V2770,Van,D02770,10.59964147,399.5964481
V2771,Van,D02771,10.90655227,404.1812762
V2772,Van,D02772,14.72048965,330.6748862
V2773,Van,D02773,8.614783341,427.6277647
V2774,Truck,D02774,8.941332428,391.6231165
V2775,Truck,D02775,7.017995813,319.4481669
V2776,Motorbike,D02776,5.705342952,482.5059808
V2777,Van,D02777,12.72804493,136.2177274
V2778,Van,D02778,7.496810643,474.5208735
V2779,Truck,D02779,11.08904861,230.6471729
V2780,Van,D02780,11.87773036,287.7795425
V2781,Van,D02781,9.712366873,105.2326938
V2782,Van,D02782,13.76352113,293.0483475
V2783,Motorbike,D02783,9.43794841,325.0430383
V2784,Truck,D02784,7.84908623,498.9656938
V2785,Truck,D02785,13.96015523,488.836585
V2786,Motorbike,D02786,13.61564284,484.8787813
V2787,Motorbike,D02787,6.640399471,206.774627
V2788,Truck,D02788,5.259610184,496.0699244
V2789,Van,D02789,5.899855563,254.9651682
V2790,Truck,D02790,7.865473986,433.3263164
V2791,Truck,D02791,14.72259802,147.3439861
V2792,Van,D02792,10.58516153,277.6249308
V2793,Truck,D02793,8.73261732,484.7054433
V2794,Motorbike,D02794,13.88716095,476.1641286
V2795,Van,D02795,9.531363315,357.680695
V2796,Truck,D02796,8.152386284,409.0164451
V2797,Truck,D02797,14.41219529,129.3920135
V2798,Motorbike,D02798,13.49517666,374.7463473
V2799,Truck,D02799,13.43668375,328.1228638
V2800,Van,D02800,10.12284743,91.19828109
V2801,Van,D02801,12.89438399,100.921553
V2802,Van,D02802,6.793533593,98.79962799
V2803,Van,D02803,10.73222958,375.9606207
V2804,Truck,D02804,14.83845923,113.7718437
V2805,Truck,D02805,7.909584305,260.479522
V2806,Truck,D02806,12.94352329,210.6418126
V2807,Van,D02807,9.904784072,297.7268633
V2808,Van,D02808,5.398056832,367.9144192
V2809,Truck,D02809,12.63019398,358.1251417
V2810,Truck,D02810,6.685691444,281.9839622
V2811,Van,D02811,11.31473567,258.9506931
V2812,Van,D02812,5.85664194,229.0170178
V2813,Motorbike,D02813,14.46867397,437.8594767
V2814,Van,D02814,7.917238872,198.8833122
V2815,Van,D02815,7.264646917,166.7146195
V2816,Van,D02816,6.291364041,384.4919721
V2817,Motorbike,D02817,14.46002193,211.8935578
V2818,Motorbike,D02818,12.11903742,431.1493699
V2819,Van,D02819,12.41660889,197.5499234
V2820,Truck,D02820,9.994045614,365.8751711
V2821,Truck,D02821,9.747277853,70.29905283
V2822,Van,D02822,6.10021243,223.503296
V2823,Motorbike,D02823,10.59841096,204.4535787
V2824,Van,D02824,7.469164951,417.5054327
V2825,Truck,D02825,14.77145333,485.1749315
V2826,Motorbike,D02826,12.9658094,257.3965745
V2827,Motorbike,D02827,9.129920602,421.1763247
V2828,Truck,D02828,6.513412587,364.8626154
V2829,Van,D02829,12.85331691,485.3236944
V2830,Van,D02830,6.220537671,414.9988315
V2831,Motorbike,D02831,6.893337535,84.86512968
V2832,Motorbike,D02832,7.115205177,370.9767751
V2833,Van,D02833,10.56890638,290.9748719
V2834,Van,D02834,12.87056654,57.39622607
V2835,Motorbike,D02835,8.143148787,163.0908314
V2836,Van,D02836,5.846698143,464.7898603
V2837,Van,D02837,9.645384635,466.7276178
V2838,Motorbike,D02838,12.48110241,409.4827071
V2839,Truck,D02839,7.216638431,491.8008215
V2840,Van,D02840,7.19924548,412.9453511
V2841,Motorbike,D02841,14.47227027,54.59188428
V2842,Motorbike,D02842,14.54153727,179.5254531
V2843,Van,D02843,14.90465732,63.78088201
V2844,Truck,D02844,13.07659602,92.34858593
V2845,Van,D02845,6.881841692,148.4783676
V2846,Truck,D02846,7.119815208,276.6013458
V2847,Truck,D02847,8.402252415,431.3894016
V2848,Motorbike,D02848,8.181325313,437.8850403
V2849,Truck,D02849,14.56527749,327.2908364
V2850,Van,D02850,12.89073983,467.6791726
V2851,Van,D02851,12.24008792,275.028047
V2852,Motorbike,D02852,6.859632241,450.0662199
V2853,Van,D02853,14.09525559,254.3293653
V2854,Truck,D02854,13.2787038,174.7512533
V2855,Truck,D02855,6.636418413,462.3858131
V2856,Van,D02856,13.71170332,224.5707841
V2857,Van,D02857,7.722475364,276.531849
V2858,Van,D02858,5.808697458,197.9872846
V2859,Van,D02859,11.56822307,348.2769201
V2860,Truck,D02860,11.53804659,497.7640513
V2861,Van,D02861,5.949320096,61.48109699
V2862,Van,D02862,8.188518089,454.9316027
V2863,Truck,D02863,14.92814462,51.76672565
V2864,Truck,D02864,11.78426667,213.9025465
V2865,Truck,D02865,12.30075167,125.8730628
V2866,Truck,D02866,7.129172856,390.8038013
V2867,Van,D02867,5.78782071,72.77487834
V2868,Truck,D02868,7.769016897,299.0682291
V2869,Truck,D02869,7.488983852,182.7167602
V2870,Truck,D02870,7.345441007,110.151612
V2871,Motorbike,D02871,6.927543219,397.3181954
V2872,Motorbike,D02872,10.74755691,147.8375754
V2873,Truck,D02873,8.281034758,150.6538454
V2874,Van,D02874,13.20345015,173.7845533
V2875,Truck,D02875,6.839474178,314.0450437
V2876,Van,D02876,9.646270709,346.8496693
V2877,Truck,D02877,5.136578364,57.92113567
V2878,Van,D02878,9.816823225,158.8413363
V2879,Van,D02879,5.558382209,243.9368791
V2880,Motorbike,D02880,14.77723512,199.3896285
V2881,Truck,D02881,12.90592129,447.8767963
V2882,Motorbike,D02882,9.901114766,404.4689289
V2883,Motorbike,D02883,5.865873582,331.650597
V2884,Truck,D02884,10.92445441,202.1190872
V2885,Van,D02885,12.58763751,365.3025552
V2886,Truck,D02886,6.90717253,429.6371058
V2887,Truck,D02887,10.68208341,317.6736698
V2888,Truck,D02888,13.14210898,403.0076601
V2889,Van,D02889,12.68247778,387.0972326
V2890,Van,D02890,13.02992018,307.28179
V2891,Motorbike,D02891,13.79323425,190.4824476
V2892,Truck,D02892,14.37682102,385.6019711
V2893,Motorbike,D02893,9.055211552,143.0583649
V2894,Truck,D02894,10.68769103,400.7697559
V2895,Motorbike,D02895,12.90659526,412.0460115
V2896,Van,D02896,11.97139814,419.9651958
V2897,Truck,D02897,14.95520228,262.8121869
V2898,Motorbike,D02898,5.136776511,136.6163455
V2899,Van,D02899,8.551332153,94.87562003
V2900,Van,D02900,7.810279263,384.5125627
V2901,Van,D02901,7.623158502,448.817623
V2902,Van,D02902,7.225297825,342.8772615
V2903,Van,D02903,12.09123841,114.8720272
V2904,Motorbike,D02904,5.847594733,470.7034018
V2905,Truck,D02905,12.41608834,495.0959065
V2906,Van,D02906,11.93425842,245.0203745
V2907,Motorbike,D02907,7.508041325,317.6713802
V2908,Truck,D02908,7.528337832,399.752834
V2909,Truck,D02909,11.28860585,381.3754055
V2910,Motorbike,D02910,12.62171105,485.5042364
V2911,Van,D02911,13.76485613,101.697391
V2912,Van,D02912,13.52139564,311.3261898
V2913,Truck,D02913,14.64882994,361.3691389
V2914,Van,D02914,10.81384895,450.5442909
V2915,Truck,D02915,14.08655561,443.3493325
V2916,Van,D02916,13.08513273,490.0999071
V2917,Motorbike,D02917,13.94667624,280.4353043
V2918,Truck,D02918,5.116266013,423.8423901
V2919,Van,D02919,14.65902992,242.2767687
V2920,Motorbike,D02920,9.735301628,240.041245
V2921,Van,D02921,12.9818299,164.006764
V2922,Motorbike,D02922,6.272041193,418.2067792
V2923,Van,D02923,8.959410958,493.6167976
V2924,Motorbike,D02924,7.71460663,165.3537778
V2925,Truck,D02925,7.916587705,75.25921461
V2926,Truck,D02926,6.2325562,416.9940968
V2927,Truck,D02927,13.05763833,329.1035236
V2928,Van,D02928,5.092423146,481.8644602
V2929,Motorbike,D02929,8.12505457,163.5076486
V2930,Van,D02930,6.744105432,81.9624461
V2931,Van,D02931,10.89038941,271.5990174
V2932,Motorbike,D02932,7.542524026,88.45971033
V2933,Van,D02933,7.589984545,167.8055005
V2934,Van,D02934,9.88338144,106.6900374
V2935,Van,D02935,11.52689039,150.8594808
V2936,Van,D02936,6.213047046,97.76509377
V2937,Truck,D02937,6.755114525,479.2576997
V2938,Motorbike,D02938,7.471747446,175.3532211
V2939,Truck,D02939,14.73748214,249.7539137
V2940,Truck,D02940,8.971524999,454.3753134
V2941,Motorbike,D02941,10.98990091,354.7947146
V2942,Van,D02942,7.415428127,328.1168663
V2943,Van,D02943,9.904595252,367.5034357
V2944,Van,D02944,5.741191744,422.9700157
V2945,Van,D02945,5.347421459,444.9511705
V2946,Truck,D02946,9.687335268,339.1878518
V2947,Van,D02947,8.986592875,450.5032736
V2948,Van,D02948,6.368803197,290.9288873
V2949,Motorbike,D02949,11.87601429,174.7808853
V2950,Van,D02950,14.92903491,446.034519
V2951,Motorbike,D02951,8.956468212,293.6627723
V2952,Truck,D02952,11.24558636,457.7619144
V2953,Van,D02953,14.62975942,68.07551628
V2954,Van,D02954,13.31534972,228.8820882
V2955,Motorbike,D02955,9.635522233,476.5122583
V2956,Truck,D02956,12.37489484,162.3425417
V2957,Van,D02957,6.281350403,473.6913107
V2958,Motorbike,D02958,10.12103855,479.2561075
V2959,Truck,D02959,7.790602772,446.9640414
V2960,Motorbike,D02960,6.611636879,303.6506203
V2961,Truck,D02961,9.262809063,341.1227521
V2962,Motorbike,D02962,6.310145544,441.3276493
V2963,Motorbike,D02963,11.98985108,399.1536871
V2964,Van,D02964,9.562400441,333.5422323
V2965,Van,D02965,10.31144633,492.0167335
V2966,Truck,D02966,6.463759387,358.5544864
V2967,Motorbike,D02967,6.397716611,488.9668966
V2968,Van,D02968,10.83415435,75.82481357
V2969,Truck,D02969,14.85009748,112.5321668
V2970,Van,D02970,5.962505832,253.1564807
V2971,Van,D02971,7.857314286,223.1957574
V2972,Truck,D02972,13.69459117,402.2306786
V2973,Truck,D02973,5.722720123,122.2763119
V2974,Truck,D02974,13.75885721,489.2428306
V2975,Van,D02975,10.24285983,191.7796439
V2976,Van,D02976,9.082667739,243.0156685
V2977,Van,D02977,8.096805644,173.6352646
V2978,Motorbike,D02978,7.971171581,310.7136278
V2979,Motorbike,D02979,8.058025824,76.38291519
V2980,Van,D02980,13.84803081,117.3548775
V2981,Truck,D02981,12.2379523,385.6089665
V2982,Van,D02982,11.69723008,133.9252625
V2983,Van,D02983,12.98749149,155.9815032
V2984,Van,D02984,7.57114663,406.8420061
V2985,Van,D02985,11.18042812,91.98553026
V2986,Van,D02986,9.60066239,246.8632202
V2987,Motorbike,D02987,12.82441635,60.37852415
V2988,Truck,D02988,8.092561105,206.0633297
V2989,Van,D02989,11.43178617,364.5416312
V2990,Truck,D02990,13.82212412,90.54647587
V2991,Motorbike,D02991,9.021504762,449.7505821
V2992,Truck,D02992,5.666220874,459.2745693
V2993,Truck,D02993,10.16050822,97.24566881
V2994,Van,D02994,8.459724878,495.8295964
V2995,Van,D02995,11.72225381,183.888299
V2996,Truck,D02996,14.51032925,87.84575201
V2997,Van,D02997,9.85608318,52.28020152
V2998,Van,D02998,9.661902302,233.8353031
V2999,Truck,D02999,11.545848,333.4144936
V3000,Van,D03000,6.034975036,199.4806625
V3001,Motorbike,D03001,7.535061889,426.5228145
V3002,Van,D03002,14.18979326,372.472824
V3003,Motorbike,D03003,11.69942613,207.5726894
V3004,Van,D03004,5.13444044,380.43935
V3005,Van,D03005,7.046254726,473.2194816
V3006,Truck,D03006,11.82837266,91.89319934
V3007,Truck,D03007,12.64399203,187.7467821
V3008,Motorbike,D03008,13.39859573,258.4966726
V3009,Motorbike,D03009,7.921768034,274.0955575
V3010,Van,D03010,14.31028596,293.9880402
V3011,Truck,D03011,10.52946894,185.2821079
V3012,Truck,D03012,11.96539022,350.2668407
V3013,Van,D03013,10.96738863,340.2880266
V3014,Van,D03014,6.227400547,310.0196778
V3015,Truck,D03015,14.63114659,101.1927748
V3016,Motorbike,D03016,6.228755799,264.635551
V3017,Van,D03017,7.548819564,210.3020994
V3018,Motorbike,D03018,13.1362788,270.9673114
V3019,Motorbike,D03019,11.18596962,464.839896
V3020,Motorbike,D03020,13.38149165,266.2391044
V3021,Van,D03021,10.15736188,56.29135633
V3022,Van,D03022,8.769932354,247.4765321
V3023,Van,D03023,14.218455,419.291681
V3024,Van,D03024,5.362523175,401.0274154
V3025,Van,D03025,13.5613022,281.0255331
V3026,Motorbike,D03026,7.308177852,162.3960558
V3027,Motorbike,D03027,13.48736328,259.2898983
V3028,Motorbike,D03028,6.391966134,303.6659987
V3029,Motorbike,D03029,10.80218964,499.9421472
V3030,Truck,D03030,13.88107919,339.8801406
V3031,Truck,D03031,9.735396469,362.4192185
V3032,Van,D03032,12.46566674,271.1543646
V3033,Van,D03033,13.04671618,209.5202979
V3034,Motorbike,D03034,12.36494209,415.8288426
V3035,Van,D03035,14.25329737,272.719546
V3036,Van,D03036,9.468342305,497.6105585
V3037,Van,D03037,6.731254392,255.7042584
V3038,Truck,D03038,5.478110637,80.60012764
V3039,Van,D03039,7.464598696,357.1601617
V3040,Motorbike,D03040,6.431975039,70.98865292
V3041,Truck,D03041,10.57948741,162.7257186
V3042,Van,D03042,6.849453372,209.1822138
V3043,Van,D03043,5.389337073,382.7676135
V3044,Truck,D03044,5.359898289,272.4061669
